start	end	text
2225200	2230880	my fucking car i thought i was gonna die i really thought i was gonna die it's terrible and i'm so
2230880	2238240	stupid because i had bought for uh just for the show a uh in urmberg you can buy like a pellet gun
2238240	2242960	it looks exactly like a proper gun and i had that in the glove compartment and had i brought it out
2242960	2246080	maybe the guy would have run away i don't know yeah or maybe he would have shot you or maybe
2246080	2250480	he would have shot me but all i could think of was use the phone so it's the best weapon i have is
2250480	2258080	this phone um okay so please come in the video recording of the phone right of course the um
2259520	2265120	and it remained a miracle to me that you both videoed it and we're smoking a cigarette and
2265120	2274640	we're fighting this guy it's impressive thank you very well coordinated um okay so it turns out
2274640	2282080	obviously after uh dealing with the cops this guy's not an assassin yeah he is a repo man repo
2282080	2288240	man and he gets your car he gets the car and you did at that point in fact owe abis a lot of money
2288800	2294640	no they still owe me 15 grand they had not given me anything right but they but so put that aside
2294640	2300640	they you owed them for this bmw like you hadn't been paying you'd had this now for a few months
2300640	2306160	yes and because they had told me they this was free this car was now free because of all this
2306160	2311600	shit that because i did not charge it i i was well but i was looking for lawyers to the best i could
2311600	2317440	but no one would represent me for free against avis so their thing was you can have this car for
2317440	2321840	free but you have to return it to france you know and they say you can have it for a month
2321840	2325360	i'm like okay great but i kept it longer than a month because i was like fuck you avis and keep
2325440	2329760	as long as i fucking want after what you did to me and that was how that worked out for you it did
2329760	2334000	well and you know how it worked out for me but that was the thing and then it wasn't i didn't
2334000	2338800	owe them any money they still owed me money right since i went back to berlin that they gave me half
2338800	2346240	of that back half of it okay so seven thousand okay so now you owe me fucking five grand okay so
2346240	2352880	now you were without a car yeah uh and six weeks later it's the election you stay up all night
2353840	2358160	uh watching the results well just for the chronological order i went like when i first
2358160	2362160	got to prog or checked into the holiday because it was the easiest thing at three in the morning
2362160	2366720	and they accepted late check-ins and that's where i had the car and that's the hotel staying out
2366720	2370400	in the car was repossessed and i did the whole thing and the woman from central cast do you
2370400	2376320	have the whole woman that came in there and talked to us it's an interpolated from central casting
2376320	2380560	came walked in the room to manage the situation between the guy that couldn't speak english me
2380720	2385440	oh right yeah yeah yeah i'm just a story yeah but i don't need the whole story i mean there's
2385440	2389600	ultimately and the police drove me back to the holiday right okay i stayed in there
2389600	2394480	just highs how this might i was defeated it was feeling terrible i'm just watching netflix
2394480	2398560	trying to write my story because the whole purpose of going to prog was to write my story
2399600	2404000	you know everything that's happened up to this point couldn't outright shit and started hacking
2404000	2410800	more into my mom's uh my mom's files to see if i can find more credit cards at this point
2411600	2418560	i found one that i was still usable and i checked myself into a nicer hotel i can't remember the
2418560	2423920	name of it in downtown or sort of center downtown center prog by where they all did
2425040	2431680	like a staple center equivalency uh a prog rather than the you know the businessmen go for their
2431920	2437680	businessmen things you know the auditoriums and big speeches and shit and i got a great
2437680	2445680	suite there and then in the middle of that stay my mom froze her credit and then they were trying to
2445680	2449680	charge me for room service and they said we haven't been able to charge her the last few days you know
2449680	2455680	you owe us this much money like yeah the cards cancels like are you serious let me call the bankers
2455680	2459680	if i know what's wrong right away and like well we're gonna have to escort you to the room ask
2459680	2465680	you to leave if you can't pay this right now i was like okay well what can i pay so i get all the
2465680	2471600	money that i had masked uh by taking cash out against the rooms which is i had a bunch of cash but
2471600	2477120	i think it was about 3,500 euros i owed and plus i had julie's account that i had money coming into
2477120	2484560	from america from vju which is about 25 to 2,800 a month and from that i took out what i put in
2484560	2490160	exactly what i put in julie unbeknownst to me had already been taking money out of that account
2490160	2494560	that i had put in so i was like fucking julie is like well you know what i owe her she's letting me use
2494560	2498800	her her bank accounts she had to do is a joint account it had my name on it i had a card with
2498800	2503120	my name on it as well and julie had her own so i was pissed off that she was taking money out of
2503120	2509120	this account but i had enough to cover the 3,500 i owe this place but i didn't know what to do about
2509120	2513840	going to a new place so that's why i went to an airbnb and started using airbnb i've never used
2514160	2517760	airbnb in my life and i should have been doing it the whole time because you can get
2517760	2522720	fucking great value especially in prog and that's why i started going to airbnb and using
2522720	2528000	the money i had left i transferred to a new account i did a new td bank account online
2528720	2533920	from prog and put money instead of going to julie's account cancelled that and put it back into my
2533920	2541280	account in my name from td bank okay that's how i started so i lived on 2,500 a month at that point
2541280	2548320	in airbnb okay we're gonna pause okay just break this up yeah
